GroupCode,GroupName,UnitCode,UnitName,SiteCode,SiteName,PlotType,CommunityType,PlotName,Label,BoltLatitude,BoltLongitude,LatLong_Datum,BM_UTM_E,BM_UTM_N,BM_UTM_Datum,BM_UTM_Zone,Bolt_NAVD88_Elev,Bolt_MLLW_Elev,Notes,IsBoltCUI
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A3,A3 bolt 01,44.22466133,-68.32279713,WGS84,554148.73,4897066.11,NAD83,19,0.393287003,2.214287043,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A3,A3 bolt 02,44.22465695,-68.32279658,WGS84,554148.73,4897066.11,NAD83,19,0.344922006,2.165921926,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A3,A3 bolt 03,44.22465742,-68.32278743,WGS84,554148.73,4897066.11,NAD83,19,0.313340992,2.134341002,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A3,A3 bolt 04,44.22466187,-68.3227875,WGS84,554148.73,4897066.11,NAD83,19,0.380248994,2.201248884,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A3,A3 label,44.22466175,-68.32279766,WGS84,554148.73,4897066.11,NAD83,19,0.370709002,2.191709042,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A4,A4 bolt 01,44.2246463,-68.32283202,WGS84,554148.73,4897066.11,NAD83,19,0.164021999,1.985021949,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A4,A4 bolt 02,44.22464197,-68.32283305,WGS84,554148.73,4897066.11,NAD83,19,0.142728999,1.963729024,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A4,A4 bolt 03,44.22464054,-68.32282373,WGS84,554148.73,4897066.11,NAD83,19,0.144684002,1.965684056,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A4,A4 bolt 04,44.22464502,-68.32282257,WGS84,554148.73,4897066.11,NAD83,19,0.180686995,2.00168705,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A4,A4 label,44.22464661,-68.32283307,WGS84,554148.73,4897066.11,NAD83,19,0.140792996,1.961792946,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A5,A5 bolt 01,44.22465002,-68.32285825,WGS84,554148.73,4897066.11,NAD83,19,0.094563998,1.915563941,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A5,A5 bolt 02,44.22464583,-68.32285994,WGS84,554148.73,4897066.11,NAD83,19,0.123421997,1.944422007,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A5,A5 bolt 03,44.22464408,-68.32285083,WGS84,554148.73,4897066.11,NAD83,19,0.149234995,1.97023499,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A5,A5 bolt 04,44.22464841,-68.32284944,WGS84,554148.73,4897066.11,NAD83,19,0.183088005,2.004087925,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Ascophyllum,A5,A5 label,44.22465082,-68.3228572,WGS84,554148.73,4897066.11,NAD83,19,0.091591001,1.912590981,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B1,B1 bolt 01,44.224486,-68.32215685,WGS84,554148.73,4897066.11,NAD83,19,0.562233984,2.383234024,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B1,B1 bolt 02,44.22448181,-68.32215499,WGS84,554148.73,4897066.11,NAD83,19,0.511650026,2.332649946,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B1,B1 bolt 03,44.2244838,-68.32214606,WGS84,554148.73,4897066.11,NAD83,19,0.516744018,2.337743998,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B1,B1 bolt 04,44.22448798,-68.32214795,WGS84,554148.73,4897066.11,NAD83,19,0.576013029,2.397012949,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B1,B1 label,44.22448612,-68.3221579,WGS84,554148.73,4897066.11,NAD83,19,0.544206977,2.365206957,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B2,B2 bolt 01,44.2244918,-68.32217762,WGS84,554148.73,4897066.11,NAD83,19,0.607596993,2.428596973,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B2,B2 bolt 02,44.22448809,-68.32217427,WGS84,554148.73,4897066.11,NAD83,19,0.599168003,2.420167923,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B2,B2 bolt 03,44.22449198,-68.32216659,WGS84,554148.73,4897066.11,NAD83,19,0.619822979,2.440823078,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B2,B2 bolt 04,44.22449537,-68.32217028,WGS84,554148.73,4897066.11,NAD83,19,0.596004009,2.417004108,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B2,B2 label,44.22449217,-68.32217818,WGS84,554148.73,4897066.11,NAD83,19,0.590921998,2.411921978,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B3,B3 bolt 01,44.22447016,-68.32218626,WGS84,554148.73,4897066.11,NAD83,19,0.484789997,2.305789948,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B3,B3 bolt 02,44.22446609,-68.3221838,WGS84,554148.73,4897066.11,NAD83,19,0.435079008,2.256078959,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B3,B3 bolt 03,44.22446875,-68.32217524,WGS84,554148.73,4897066.11,NAD83,19,0.432967007,2.253967047,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B3,B3 bolt 04,44.22447292,-68.32217775,WGS84,554148.73,4897066.11,NAD83,19,0.483036011,2.304035902,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B3,B3 label,44.2244705,-68.3221876,WGS84,554148.73,4897066.11,NAD83,19,0.466219008,2.287219048,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B4,B4 bolt 01,44.22449322,-68.32220091,WGS84,554148.73,4897066.11,NAD83,19,0.676662028,2.497662067,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B4,B4 bolt 02,44.22448909,-68.32219858,WGS84,554148.73,4897066.11,NAD83,19,0.680110991,2.501111031,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B4,B4 bolt 03,44.22449145,-68.32219005,WGS84,554148.73,4897066.11,NAD83,19,0.685343981,2.50634408,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B4,B4 bolt 04,44.22449547,-68.32219251,WGS84,554148.73,4897066.11,NAD83,19,0.73486203,2.55586195,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B4,B4 label,44.22449393,-68.32220259,WGS84,554148.73,4897066.11,NAD83,19,0.653406024,2.474406004,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B5,B5 bolt 01,44.22445707,-68.3222292,WGS84,554148.73,4897066.11,NAD83,19,0.693369985,2.514369965,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B5,B5 bolt 02,44.2244539,-68.3222248,WGS84,554148.73,4897066.11,NAD83,19,0.676272988,2.497272968,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B5,B5 bolt 03,44.22445891,-68.32221866,WGS84,554148.73,4897066.11,NAD83,19,0.654509008,2.475508928,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B5,B5 bolt 04,44.22446187,-68.32222327,WGS84,554148.73,4897066.11,NAD83,19,0.66792798,2.48892808,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Barnacle,B5,B5 label,44.2244573,-68.32223051,WGS84,554148.73,4897066.11,NAD83,19,0.685856998,2.506856918,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Benchmark,Not Applicable,BM,Bass Harbor BM,44.22481159,-68.32204606,WGS84,554148.73,4897066.11,NAD83,19,3.915267944,5.736268044,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F1,F1 bolt 01,44.22436711,-68.32216585,WGS84,554148.73,4897066.11,NAD83,19,-0.663354993,1.157644987,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F1,F1 bolt 02,44.22436374,-68.32217005,WGS84,554148.73,4897066.11,NAD83,19,-0.659830987,1.161169052,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F1,F1 bolt 03,44.22435923,-68.32216302,WGS84,554148.73,4897066.11,NAD83,19,-0.699980021,1.121019959,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F1,F1 bolt 04,44.22436291,-68.32215893,WGS84,554148.73,4897066.11,NAD83,19,-0.657087982,1.163912058,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F1,F1 label,44.22436758,-68.32216534,WGS84,554148.73,4897066.11,NAD83,19,-0.658055007,1.162945032,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F2,F2 bolt 01,44.22436286,-68.32219741,WGS84,554148.73,4897066.11,NAD83,19,-0.487621993,1.333377957,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F2,F2 bolt 02,44.22435934,-68.32220086,WGS84,554148.73,4897066.11,NAD83,19,-0.546840012,1.274160028,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F2,F2 bolt 03,44.22435517,-68.32219331,WGS84,554148.73,4897066.11,NAD83,19,-0.679898024,1.141101956,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F2,F2 bolt 04,44.22435905,-68.32218976,WGS84,554148.73,4897066.11,NAD83,19,-0.568444014,1.252555966,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F2,F2 label,44.22436351,-68.32219669,WGS84,554148.73,4897066.11,NAD83,19,-0.501938999,1.319061041,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F3,F3 bolt 01,44.22438623,-68.32222488,WGS84,554148.73,4897066.11,NAD83,19,-0.511240005,1.309759974,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F3,F3 bolt 02,44.22438243,-68.32222835,WGS84,554148.73,4897066.11,NAD83,19,-0.585309982,1.235689998,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F3,F3 bolt 03,44.22437865,-68.32222058,WGS84,554148.73,4897066.11,NAD83,19,-0.566994011,1.254006028,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F3,F3 bolt 04,44.22438233,-68.32221709,WGS84,554148.73,4897066.11,NAD83,19,-0.544955015,1.276044965,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F3,F3 label,44.22438651,-68.32222538,WGS84,554148.73,4897066.11,NAD83,19,-0.514410973,1.306589007,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F4,F4 bolt 01,44.22440046,-68.32224893,WGS84,554148.73,4897066.11,NAD83,19,-0.527072012,1.293928027,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F4,F4 bolt 02,44.22439638,-68.32225123,WGS84,554148.73,4897066.11,NAD83,19,-0.525820971,1.295179009,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F4,F4 bolt 03,44.22439414,-68.32224291,WGS84,554148.73,4897066.11,NAD83,19,-0.479025006,1.341974974,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F4,F4 bolt 04,44.22439818,-68.32224076,WGS84,554148.73,4897066.11,NAD83,19,-0.469720989,1.35127902,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F4,F4 label,44.22440093,-68.32224916,WGS84,554148.73,4897066.11,NAD83,19,-0.558435023,1.262565017,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F5,F5 bolt 01,44.22439675,-68.32228108,WGS84,554148.73,4897066.11,NAD83,19,-0.575634003,1.245365977,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F5,F5 bolt 02,44.22439243,-68.3222823,WGS84,554148.73,4897066.11,NAD83,19,-0.574832022,1.246168017,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F5,F5 bolt 03,44.22439091,-68.32227307,WGS84,554148.73,4897066.11,NAD83,19,-0.621214986,1.199784994,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F5,F5 bolt 04,44.22439526,-68.32227216,WGS84,554148.73,4897066.11,NAD83,19,-0.575405002,1.245594978,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Fucus,F5,F5 label,44.22439761,-68.32228087,WGS84,554148.73,4897066.11,NAD83,19,-0.592845023,1.228155017,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R1,R1 bolt 01,44.22418224,-68.32225186,WGS84,554148.73,4897066.11,NAD83,19,-1.121377945,0.699621975,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R1,R1 bolt 02,44.22418046,-68.32224255,WGS84,554148.73,4897066.11,NAD83,19,-1.120919943,0.700079978,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R1,R1 bolt 03,44.22417621,-68.32224385,WGS84,554148.73,4897066.11,NAD83,19,-1.204921007,0.616078973,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R1,R1 bolt 04,44.22417771,-68.32225327,WGS84,554148.73,4897066.11,NAD83,19,-1.185829997,0.635169983,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R5,R1 label,44.22418344,-68.32236601,WGS84,554148.73,4897066.11,NAD83,19,-1.222632051,0.598367989,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R1,R1 label,44.22419282,-68.32225233,WGS84,554148.73,4897066.11,NAD83,19,-1.147236943,0.673762977,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R2,R2 bolt 01,44.22419012,-68.3222871,WGS84,554148.73,4897066.11,NAD83,19,-1.160923958,0.660076022,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R2,R2 bolt 02,44.22418823,-68.32227744,WGS84,554148.73,4897066.11,NAD83,19,-1.177358031,0.643642008,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R2,R2 bolt 03,44.22418382,-68.32227913,WGS84,554148.73,4897066.11,NAD83,19,-1.207406998,0.613592982,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R2,R2 bolt 04,44.22418582,-68.3222885,WGS84,554148.73,4897066.11,NAD83,19,-1.212805986,0.608193994,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R2,R2 label,44.22419054,-68.32228794,WGS84,554148.73,4897066.11,NAD83,19,-1.191414952,0.629585028,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R3,R3 bolt 01,44.22417288,-68.32229803,WGS84,554148.73,4897066.11,NAD83,19,-1.246814013,0.574186027,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R3,R3 bolt 02,44.22417042,-68.32228906,WGS84,554148.73,4897066.11,NAD83,19,-1.252343059,0.568656981,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R3,R3 bolt 03,44.22416605,-68.32229124,WGS84,554148.73,4897066.11,NAD83,19,-1.221379995,0.599619985,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R3,R3 bolt 04,44.22416864,-68.32230007,WGS84,554148.73,4897066.11,NAD83,19,-1.245110989,0.575888991,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R3,R3 label,44.22417304,-68.32229891,WGS84,554148.73,4897066.11,NAD83,19,-1.284252048,0.536747992,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R4,R4 bolt 01,44.22419261,-68.32230823,WGS84,554148.73,4897066.11,NAD83,19,-1.224949956,0.596050024,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R4,R4 bolt 02,44.22419233,-68.32229873,WGS84,554148.73,4897066.11,NAD83,19,-1.208335042,0.612664998,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R4,R4 bolt 03,44.2241876,-68.32229889,WGS84,554148.73,4897066.11,NAD83,19,-1.208639026,0.612361014,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R4,R4 bolt 04,44.22418801,-68.3223086,WGS84,554148.73,4897066.11,NAD83,19,-1.252305031,0.568695009,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R4,R4 label,44.22419336,-68.32230881,WGS84,554148.73,4897066.11,NAD83,19,-1.262598991,0.558400989,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R5,R5 bolt 01,44.22419366,-68.32236476,WGS84,554148.73,4897066.11,NAD83,19,-1.202530026,0.618470013,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R5,R5 bolt 02,44.22419691,-68.32235653,WGS84,554148.73,4897066.11,NAD83,19,-1.204308033,0.616692007,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R5,R5 bolt 03,44.22419277,-68.32235355,WGS84,554148.73,4897066.11,NAD83,19,-1.239349961,0.581650019,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Photoplot,Red Algae,R5,R5 bolt 04,44.22418949,-68.32236177,WGS84,554148.73,4897066.11,NAD83,19,-1.291550994,0.529448986,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Reference,Not Applicable,REF,REF 1,44.22475407,-68.32278828,WGS84,554148.73,4897066.11,NAD83,19,2.039045095,3.860044956,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Reference,Not Applicable,REF,REF 2,44.22423968,-68.32231916,WGS84,554148.73,4897066.11,NAD83,19,-0.592523992,1.228476048,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Reference,Not Applicable,REF,REF 3,44.22439336,-68.3216161,WGS84,554148.73,4897066.11,NAD83,19,-0.436430007,1.384570003,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Reference,Not Applicable,REF,REF 4,44.22455195,-68.32221208,WGS84,554148.73,4897066.11,NAD83,19,1.627207994,3.448208094,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Reference,Not Applicable,REF,REF 5,44.22443343,-68.32223093,WGS84,554148.73,4897066.11,NAD83,19,0.521897972,2.342897892,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Recruitment Plot,Barnacle,S1,S1 bolt 01,44.22447776,-68.32215791,WGS84,554148.73,4897066.11,NAD83,19,0.453274995,2.274275064,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Recruitment Plot,Barnacle,S1,S1 bolt 02,44.22447748,-68.32215488,WGS84,554148.73,4897066.11,NAD83,19,0.475295991,2.296295881,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Recruitment Plot,Barnacle,S1,S1 label,44.22447782,-68.3221584,WGS84,554148.73,4897066.11,NAD83,19,0.429080993,2.250081062,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Recruitment Plot,Barnacle,S2,S2 bolt 01,44.22446238,-68.32218432,WGS84,554148.73,4897066.11,NAD83,19,0.431997001,2.252996922,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Recruitment Plot,Barnacle,S2,S2 bolt 02,44.22446163,-68.32218145,WGS84,554148.73,4897066.11,NAD83,19,0.40952301,2.230523109,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Recruitment Plot,Barnacle,S2,S2 label,44.22446284,-68.32218486,WGS84,554148.73,4897066.11,NAD83,19,0.405883998,2.226883888,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Recruitment Plot,Barnacle,S3,S3 bolt 01,44.22446864,-68.3222008,WGS84,554148.73,4897066.11,NAD83,19,0.582628012,2.403628111,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,BASHAR,Bass Harbor,Recruitment Plot,Barnacle,S3,S3 bolt 02,44.22446823,-68.32219787,WGS84,554148.73,4897066.11,NAD83,19,0.568435013,2.389435053,,FALSE
